2018,4,18.542199,18,220046,426560,1.282138,-3.194666,100.350398,3.442349,-3.511261,0.821602,98.247332,3.606103,-1.026046,-1.261482,99.423843,1.626071,-2.461074,-0.056290,98.646267,2.461718,34435.122664,35528.863593,249.859764,33301.706867,36564.205356,67.675820,71.213032,67.122009,72.006068
2018,4,18.542581,18,220119,720080,2.302789,-3.144745,101.451498,3.897724,-2.619492,5.708652,95.361755,6.280959,0.428295,0.226815,99.258790,0.484646,-0.818321,2.468620,97.676334,2.600718,25188.414106,25649.498908,67.204977,24988.391078,25822.470707,55.974859,61.802983,55.777656,62.057644
2018,4,18.543669,18,220253,438640,5.386180,-0.195265,96.845012,5.389718,-4.829987,-3.510202,93.986106,5.970786,0.619658,-1.740321,95.583845,1.847348,1.036995,-1.603543,95.630875,1.909636,33696.173379,36300.535283,624.284627,32026.279541,37171.194715,72.013849,78.060030,71.586039,78.706837
2018,4,18.544410,18,220357,136560,3.877386,-1.375924,89.932182,4.114278,-2.990099,3.734904,85.738378,4.784370,0.724936,0.970666,88.140774,1.211496,0.362733,1.240496,87.936542,1.292442,26053.481996,28055.873019,447.975771,25730.238317,28287.832120,60.572668,65.942460,60.314909,66.270978
2018,4,18.544444,18,220360,649680,0.214312,-3.643811,96.656947,3.650107,-2.903936,-0.101703,93.090939,2.905716,-1.739135,-1.424342,94.436428,2.247964,-1.694918,-1.477052,94.557801,2.248206,27355.848835,27943.763819,143.909537,27211.669229,28078.522819,51.142408,53.824634,50.938653,54.059473
2018,4,18.544653,18,220418,343200,3.008748,-4.406647,99.129636,5.335832,-2.491924,1.348755,95.156898,2.833518,-0.608620,-0.621520,96.571354,0.869889,0.916992,-2.217431,97.648683,2.399557,25444.194150,26545.582962,280.370838,25332.978658,26628.172092,60.365196,64.919872,60.265508,65.042722
2018,4,18.547755,18,220846,207680,4.803163,-1.255899,103.966011,4.964640,-1.198134,-6.088173,99.385836,6.204948,2.511909,-3.097473,102.220888,3.987985,0.358632,-4.830828,100.556283,4.844122,29099.254786,30006.260916,182.695270,28199.238153,30681.725098,57.878570,62.206332,57.061722,63.149759
2018,4,18.548634,18,221002,735040,-22.303355,8.608769,110.465662,23.907124,-23.405607,9.765989,110.107424,25.361329,-22.303355,8.608769,110.465662,23.907124,-22.664738,8.988579,110.347663,24.382061,-107104.411543,265208.511144,42445.647798,-172917.404787,450160.992100,89.201002,90.365181,89.044548,90.748707
2018,4,18.548704,18,221008,594400,5.418363,-1.747930,97.817458,5.693322,2.455664,2.147993,92.922102,3.262539,2.601983,1.948092,93.045955,3.250443,4.668747,-0.757140,96.684844,4.729742,23407.260350,24407.254602,228.126313,23204.082123,24640.984354,41.762891,44.629176,41.276353,45.294458
2018,4,18.548727,18,221010,912560,4.011992,3.471639,94.666758,5.305502,-4.513011,-2.022549,90.440763,4.945501,-0.415105,0.617451,92.504403,0.744015,1.982562,2.164886,93.883046,2.935521,26861.589361,28717.782239,471.760351,25877.348761,29330.806160,63.907694,69.971170,63.309469,70.763257
2018,4,18.553970,18,221743,936560,3.142451,-0.078510,108.239599,3.143431,-1.878795,6.048355,103.938985,6.333440,1.866276,1.482568,107.313036,2.383484,0.105135,3.627178,105.699069,3.628701,32612.962158,32943.829771,72.786386,32163.880818,33516.541566,58.706238,62.844023,58.337338,63.376189
2018,4,18.554282,18,221810,656240,1.214311,10.738174,102.940148,10.806615,-1.987397,15.483918,102.015180,15.610940,1.214311,10.738174,102.940148,10.806615,-0.299837,12.977904,102.505654,12.981367,-2054477.555864,246733.453699,204282.193532,-2646466.396183,564972.644893,86.498723,90.045799,85.478227,90.853333
2018,4,18.554491,18,221828,175040,-1.326791,-3.569307,94.596222,3.807929,-6.073086,1.557354,91.496659,6.269587,-2.498596,-2.300189,93.815197,3.396153,-4.089249,-0.582927,92.808738,4.130589,27197.199544,28360.409014,216.245019,26848.290696,28634.128303,65.246817,69.490662,65.002790,69.795367
2018,4,18.554769,18,221852,511040,3.136989,3.301064,97.231855,4.553869,-1.948901,-4.539649,90.389313,4.940307,0.703761,-0.451023,94.127836,0.835884,-0.772459,-2.727278,92.135942,2.834561,25788.522636,27232.566642,345.977773,25073.040873,27760.425742,51.047585,56.622111,50.154031,57.694344
2018,4,18.558113,18,222341,313840,4.664230,0.211954,93.312200,4.669043,0.383900,4.932399,88.431711,4.947316,2.643345,2.443578,91.112277,3.599770,2.248739,2.874496,90.591789,3.649597,25789.056448,26340.269027,128.780556,25638.662039,26479.723507,50.920664,54.887296,50.714268,55.166094
