ID,Angle,Ra[hh],Ra[mm],Ra[ss],Dec[deg],Dec[mm],Dec[ss],Ra[deg],Dec[deg],X,Y,x[west],x[east],azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso,az_telescope,alt_telescope,exposure_starting_time_tomoe,az_meteor,el_meteor
618624_011,104.5,12,16,45.7286,-9,39,38.523,184.1905358,-9.660700833,398,230,250.0,470.0,232.802619,29.756443,208257.0649,234.39222200000003,28.950229999999998,201319.1051,231.3,27.92,2018-04-19T16:25:19.482102,234.61082743757484,26.730380147855822
618631_119,0.5,12,25,2.2604,-8,44,47.056000000000004,186.25941830000002,-8.746404444,304,139,,,232.91386200000002,27.667096,205123.7502,233.529523,26.834146999999998,197287.8277,231.3,27.92,2018-04-19T16:25:19.482102,233.63361985296078,28.83735749529418
618812_025,150.0,12,12,23.1373,-9,30,3.011,183.0964054,-9.500836389,399,117,350.0,440.0,232.499386,27.722307,200889.9909,233.194669,26.322159999999997,197219.0157,231.7,27.59,2018-04-19T16:27:25.247799,235.92711101950027,25.65012730218073
618812_025,150.0,12,12,23.1373,-9,30,3.011,183.0964054,-9.500836389,399,117,350.0,440.0,233.100632,26.495128,197696.5402,233.86142999999998,25.017138,194150.4008,231.7,27.59,2018-04-19T16:27:25.247799,235.92711101950027,25.65012730218073
619041_045,155.0,12,32,7.1823,-8,2,3.7089999999999996,188.0299263,-8.034363611,401,207,370.0,430.0,231.57519,29.644454,204018.0281,235.16649700000002,29.143784999999998,200680.1948,232.2,27.25,2018-04-19T16:29:31.005390,233.02059743330113,29.30420950191579
619213_019,70.0,12,31,33.3793,-9,32,10.006,187.8890804,-9.536112778,296,129,50.0,450.0,230.62159599999998,29.163897,202386.7559,233.59309900000002,27.603319,203314.7834,231.3,27.93,2018-04-19T16:31:50.024023,232.88943115135788,28.081067601073112
619411_060,171.0,12,32,34.5899,-8,52,39.709,188.1441246,-8.877696944,486,238,480.0,494.0,232.32314700000003,30.852512,200187.9155,235.193635,28.378003999999997,204114.7965,231.7,27.59,2018-04-19T16:33:56.007016,233.8671263399836,28.657244653794507
619412_069,114.5,12,30,59.5654,-7,12,31.653000000000002,187.7481892,-7.2087925,187,189,50.0,360.0,231.14867999999998,28.960046000000002,202340.4106,232.08260299999998,28.320860999999997,197058.3578,231.7,27.59,2018-04-19T16:33:56.007016,234.96183000182282,29.142656764044602
619414_058,131.0,12,30,40.2247,-7,52,10.793,187.66760290000002,-7.8696647220000004,129,83,50.0,190.0,232.32314700000003,30.852512,200187.9155,235.193635,28.378003999999997,204114.7965,231.7,27.59,2018-04-19T16:33:56.007016,235.02984928276769,29.08911737004325
619513_062,81.5,12,31,20.9296,-7,11,17.07,187.83720669999997,-7.188075,254,173,40.0,450.0,234.49197900000001,28.148699,193728.0726,234.842823,25.218288,198928.2127,232.0,27.42,2018-04-19T16:34:58.896914,235.1052438188818,29.0296458891793
619514_036,79.5,12,32,15.505999999999998,-7,9,43.379,188.0646083,-7.162049722000001,425,153,360.0,480.0,232.709477,30.116671000000004,195850.121,235.68785099999997,28.343187,198471.9755,232.0,27.42,2018-04-19T16:34:58.896914,234.9133498081087,29.180750334360834
619514_094,80.0,12,30,44.7524,-7,5,47.777,187.68646830000003,-7.096604722,141,104,50.0,290.0,234.079572,29.310662,207941.6667,235.638309,28.447325,200046.0351,232.0,27.42,2018-04-19T16:34:58.896914,235.23208939245472,28.929288203332533
619514_095,80.5,12,27,59.3181,-6,58,38.569,186.99715880000002,-6.977380277999999,442,16,380.0,500.0,234.079572,29.310662,207941.6667,235.638309,28.447325,200046.0351,232.0,27.42,2018-04-19T16:34:58.896914,236.582915287883,29.203170065364837
619524_095,80.5,12,31,17.7046,-8,49,56.638000000000005,187.8237692,-8.832399444,247,203,200.0,310.0,234.079572,29.310662,207941.6667,235.638309,28.447325,200046.0351,232.0,27.42,2018-04-19T16:34:58.896914,234.35539992461855,28.276516490022217
619712_055,92.0,12,31,33.6637,-7,51,31.509,187.8902654,-7.8587525,296,74,270.0,430.0,231.837977,32.133877000000005,205982.1173,234.98150099999998,30.402128,209181.3665,232.4,27.09,2018-04-19T16:37:04.871509,235.50264222471958,28.713965608714325
619713_010,125.5,12,30,19.9727,-7,49,6.996,187.5832196,-7.8186100000000005,66,44,10.0,100.0,231.793752,30.399776,207091.84,234.10560499999997,28.580707,207232.6485,232.4,27.09,2018-04-19T16:37:04.871509,235.75892753235715,28.508401892146136
619716_056,86.0,12,26,26.2046,-9,31,54.49100000000001,186.6091858,-9.531803056000001,159,128,50.0,235.0,231.837977,32.133877000000005,205982.1173,234.98150099999998,30.402128,209181.3665,232.4,27.09,2018-04-19T16:37:04.871509,235.04205981517228,26.38105271879955
619721_002,125.5,12,25,51.1899,-8,36,6.081,186.4632913,-8.601689167,48,31,15.0,75.0,233.116293,25.711405,200734.1874,234.07090899999997,25.58904,193905.3438,232.4,27.09,2018-04-19T16:37:04.871509,235.9174858202572,27.020734517526645
619731_107,91.5,12,37,55.6237,-9,39,35.56,189.4817654,-9.659877778,267,223,50.0,450.0,233.33167999999998,34.220496000000004,206839.7176,234.91950899999998,28.243015000000003,205134.5658,232.4,27.09,2018-04-19T16:37:04.871509,232.65141441386712,28.26239014538379
619811_071,76.5,12,38,9.1752,-8,53,12.073,189.53823,-8.886686944,308,245,150.0,400.0,231.835354,27.887266999999998,204150.1841,233.75691099999997,26.379224,204070.7648,231.3,27.93,2018-04-19T16:38:20.168248,233.62024755110295,28.84763380433387
619813_097,143.5,12,38,20.3969,-6,59,27.635,189.5849871,-6.991009722,340,24,316.0,350.0,231.819057,29.700378999999998,203939.9045,234.830802,27.664108000000002,205551.6296,231.3,27.93,2018-04-19T16:38:20.168248,235.10825979095407,30.37366031429079
619814_071,116.0,12,37,12.372,-7,4,11.797,189.30155,-7.069943611,127,84,20.0,250.0,231.835354,27.887266999999998,204150.1841,233.75691099999997,26.379224,204070.7648,231.3,27.93,2018-04-19T16:38:20.168248,234.5802071077777,29.44103246437551
619814_073,91.0,12,33,24.0773,-9,40,54.45,188.3503221,-9.681791667,240,242,40.0,450.0,231.835354,27.887266999999998,204150.1841,233.75691099999997,26.379224,204070.7648,231.3,27.93,2018-04-19T16:38:20.168248,233.869511151947,27.320577865248865
619821_071,76.0,12,34,30.1485,-8,40,13.077,188.6256188,-8.670299167000001,444,84,390.0,470.0,231.835354,27.887266999999998,204150.1841,233.75691099999997,26.379224,204070.7648,231.3,27.93,2018-04-19T16:38:20.168248,234.3907363978874,28.24874677059037
619823_097,91.0,12,28,24.4028,-9,42,1.2570000000000001,187.1016783,-9.700349167,128,262,50.0,260.0,231.819057,29.700378999999998,203939.9045,234.830802,27.664108000000002,205551.6296,231.3,27.93,2018-04-19T16:38:20.168248,234.8992192001955,26.49725490461462
619831_072,85.5,12,29,31.7404,-7,57,28.914,187.3822517,-7.958031667,327,158,283.0,394.0,231.835354,27.887266999999998,204150.1841,233.75691099999997,26.379224,204070.7648,231.3,27.93,2018-04-19T16:38:20.168248,236.18910287577384,28.159854746330858
619833_097,91.5,12,25,19.5559,-9,42,32.288000000000004,186.33148290000003,-9.708968889,372,275,220.0,460.0,231.819057,29.700378999999998,203939.9045,234.830802,27.664108000000002,205551.6296,231.3,27.93,2018-04-19T16:38:20.168248,235.5254194534126,25.9842063546549
619841_072,119.5,12,37,32.6828,-7,55,8.26,189.3861783,-7.918961111000001,193,120,50.0,350.0,231.835354,27.887266999999998,204150.1841,233.75691099999997,26.379224,204070.7648,231.3,27.93,2018-04-19T16:38:20.168248,234.5082073876644,29.496945139208787
619913_055,97.5,12,37,56.0129,-6,13,30.493000000000002,189.48338710000002,-6.225136944,263,50,50.0,450.0,232.33275,32.329895,204657.4981,233.67715800000002,29.11355,208594.5502,231.5,27.76,2018-04-19T16:39:23.048047,235.41998446186471,30.130492224183772
619915_002,119.0,12,32,30.5777,-8,36,41.106,188.1274071,-8.611418333,71,39,33.0,110.0,232.25394500000002,32.697562,204194.032,235.21068799999998,29.749927000000003,206833.2874,231.5,27.76,2018-04-19T16:39:23.048047,235.0258084326918,27.744656080107237
619922_055,93.5,12,32,38.6164,-8,35,5.553,188.1609017,-8.584875833,96,19,40.0,150.0,232.33275,32.329895,204657.4981,233.67715800000002,29.11355,208594.5502,231.5,27.76,2018-04-19T16:39:23.048047,234.9980188893266,27.766913372039657
619922_106,120.5,12,33,49.2443,-7,9,17.831,188.4551846,-7.154953056,311,151,180.0,450.0,231.45709300000001,29.874659,202592.7889,235.03219700000002,26.708249,201230.8853,231.5,27.76,2018-04-19T16:39:23.048047,235.51588617898716,28.70338088070138
619924_056,97.5,12,33,38.4484,-6,21,50.803999999999995,188.4102017,-6.364112222,274,157,40.0,450.0,232.33275,32.329895,204657.4981,233.67715800000002,29.11355,208594.5502,231.5,27.76,2018-04-19T16:39:23.048047,236.3270668344278,29.40992859057205
619925_002,94.0,12,29,8.7274,-8,38,21.19,187.2863642,-8.639219444,258,66,80.0,440.0,232.25394500000002,32.697562,204194.032,235.21068799999998,29.749927000000003,206833.2874,231.5,27.76,2018-04-19T16:39:23.048047,235.71923688129482,27.183327741382566
619932_106,76.5,12,33,37.7484,-7,57,7.042999999999999,188.407285,-7.951956388999999,278,146,40.0,450.0,231.45709300000001,29.874659,202592.7889,235.03219700000002,26.708249,201230.8853,231.5,27.76,2018-04-19T16:39:23.048047,235.55593391530562,28.67134900718853
620123_091,79.5,12,38,13.2436,-8,36,8.593,189.5551817,-8.602386944,320,29,230.0,440.0,231.59349300000002,29.183607000000002,198439.7156,233.72969700000002,28.255247999999998,192403.6623,231.9,27.43,2018-04-19T16:41:28.810146,234.2697712756463,28.34368772553938
620214_099,124.5,12,37,59.3863,-7,0,7.809,189.4974429,-7.002169167000001,274,32,200.0,310.0,234.20023199999997,32.690709000000005,204082.5408,235.051756,29.413729999999997,210006.1743,232.2,27.26,2018-04-19T16:42:31.899848,235.30071576504767,28.874834528771494
620214_100,125.5,12,33,6.494,-7,51,7.377000000000001,188.27705830000002,-7.8520491670000006,180,71,85.0,250.0,234.20023199999997,32.690709000000005,204082.5408,235.051756,29.413729999999997,210006.1743,232.2,27.26,2018-04-19T16:42:31.899848,236.31615324959847,28.056068387099852
620223_100,62.0,12,37,8.2081,-8,52,13.754000000000001,189.2842004,-8.870487222000001,118,232,60.0,180.0,234.20023199999997,32.690709000000005,204082.5408,235.051756,29.413729999999997,210006.1743,232.2,27.26,2018-04-19T16:42:31.899848,234.7169864509364,27.990972373376728
620312_040,62.0,12,29,38.2123,-7,52,26.087,187.4092179,-7.873913056,347,93,260.0,470.0,232.35255299999997,27.562878,205961.824,235.277373,26.935397,204509.9118,232.4,27.09,2018-04-19T16:43:34.777252,237.24131965117763,27.2886110453503
620333_041,81.0,12,44,17.3491,-9,31,3.714,191.0722879,-9.517698333,238,115,120.0,460.0,232.35255299999997,27.562878,205961.824,235.277373,26.935397,204509.9118,232.4,27.09,2018-04-19T16:43:34.777252,232.68447129424518,28.2372853442705
620411_056,147.5,12,39,51.8837,-7,10,21.246,189.9661821,-7.172568332999999,223,164,160.0,280.0,232.63830499999997,27.479656,199287.8811,233.793648,26.844696999999996,195237.5876,231.3,27.93,2018-04-19T16:44:50.070399,235.3946779771333,28.800097309480446
620424_045,115.5,12,39,29.7936,-6,15,27.068,189.87413999999998,-6.257518889,150,76,50.0,250.0,232.167245,30.278478999999997,200724.3053,234.61189,28.277597999999998,203163.0384,231.3,27.93,2018-04-19T16:44:50.070399,236.24508651101695,29.47585029828772
620425_097,118.5,12,39,42.782,-5,30,21.916,189.9282583,-5.5060877779999995,189,116,90.0,280.0,233.638502,28.732976,203110.8055,234.729802,27.190421999999998,199035.9824,231.3,27.93,2018-04-19T16:44:50.070399,236.98411588908647,30.245358620526446
620426_058,147.0,12,35,44.4316,-8,43,21.455,188.93513169999997,-8.722626389,274,129,200.0,340.0,232.63830499999997,27.479656,199287.8811,233.793648,26.844696999999996,195237.5876,231.3,27.93,2018-04-19T16:44:50.070399,235.4872196153489,27.3724209026353
620432_047,110.5,12,35,52.0935,-8,2,10.815,188.9670563,-8.0363375,295,217,170.0,450.0,232.167245,30.278478999999997,200724.3053,234.61189,28.277597999999998,203163.0384,231.3,27.93,2018-04-19T16:44:50.070399,235.46094445225538,27.393753998440385
620433_073,50.5,12,39,9.1989,-5,27,37.89,189.78832880000002,-5.460525,83,82,20.0,120.0,233.640272,30.079953999999997,201541.7678,235.30478100000002,27.25735,195508.1298,231.3,27.93,2018-04-19T16:44:50.070399,237.10189525214824,30.15012681537011
620526_002,82.5,12,46,17.1222,-9,29,15.887,191.57134250000001,-9.487746389,212,94,50.0,320.0,231.81418,30.524071999999997,204131.1854,235.76642,29.787944,201062.9675,231.5,27.76,2018-04-19T16:45:52.939300,232.75024649517002,28.187257961931014
621121_103,145.0,12,45,32.1435,-7,52,53.0,191.3839313,-7.881388889,67,93,20.0,110.0,232.992142,28.822885999999997,197643.4399,234.91209500000002,27.109478000000003,199068.3839,231.5,27.76,2018-04-19T16:52:24.105086,235.7948240365822,28.479485340847823
621123_104,145.5,12,42,52.1782,-8,48,38.783,190.7174092,-8.810773056,389,194,350.0,420.0,232.992142,28.822885999999997,197643.4399,234.91209500000002,27.109478000000003,199068.3839,231.5,27.76,2018-04-19T16:52:24.105086,235.58141508823962,27.29580711237812
621132_104,60.0,12,51,16.6476,-7,52,10.853,192.819365,-7.869681389,325,81,230.0,400.0,232.992142,28.822885999999997,197643.4399,234.91209500000002,27.109478000000003,199068.3839,231.5,27.76,2018-04-19T16:52:24.105086,234.58741665977828,29.435427108999047
621313_079,86.0,12,51,16.8872,-8,35,31.814,192.82036330000003,-8.592170556000001,326,20,180.0,450.0,231.226928,28.890152,200872.1069,235.44287799999998,28.160728999999996,197227.426,232.0,27.42,2018-04-19T16:54:29.857860,234.26800189273536,28.345073903835463
621412_051,140.5,12,45,23.0215,-6,18,11.089,191.3459229,-6.3030802779999995,32,110,10.0,60.0,233.922623,27.688142,203655.5439,234.630529,27.194122999999998,201316.9791,232.2,27.26,2018-04-19T16:55:32.746046,237.2524016590631,28.654743076647616
621425_004,142.5,12,45,44.795,-6,11,28.101,191.4366458,-6.191139167,100,25,80.0,110.0,231.471007,29.616645000000002,198270.7306,235.201819,27.346655,196904.4256,232.2,27.26,2018-04-19T16:55:32.746046,237.17753439610476,28.716606215130735
621425_005,140.5,12,47,22.2511,-5,41,27.252,191.8427129,-5.690903333,405,254,390.0,410.0,231.471007,29.616645000000002,198270.7306,235.201819,27.346655,196904.4256,232.2,27.26,2018-04-19T16:55:32.746046,237.62736244097454,29.72122084050857
621426_003,140.5,12,47,37.0506,-5,36,52.641000000000005,191.90437749999998,-5.6146225,451,196,430.0,480.0,231.471007,29.616645000000002,198270.7306,235.201819,27.346655,196904.4256,232.2,27.26,2018-04-19T16:55:32.746046,237.57598177578583,29.76345121257383
621426_004,141.5,12,42,39.1309,-7,8,19.624000000000002,190.66304540000002,-7.138784444,341,142,260.0,420.0,231.471007,29.616645000000002,198270.7306,235.201819,27.346655,196904.4256,232.2,27.26,2018-04-19T16:55:32.746046,237.03489039594672,27.461641108198926
621434_005,98.0,12,50,59.0321,-8,51,51.448,192.74596709999997,-8.864291111,271,226,130.0,470.0,231.471007,29.616645000000002,198270.7306,235.201819,27.346655,196904.4256,232.2,27.26,2018-04-19T16:55:32.746046,234.55105394334447,28.122390606139806
621512_018,152.5,12,50,46.04,-7,56,43.946999999999996,192.6918333,-7.945540833,230,138,170.0,280.0,234.653491,27.721627,199317.1847,233.92888100000002,25.829001,197643.51,232.4,27.09,2018-04-19T16:56:35.630234,235.5786832860239,28.653136196678773
621513_017,153.5,12,47,9.5124,-9,39,32.826,191.789635,-9.659118333,376,223,350.0,380.0,234.653491,27.721627,199317.1847,233.92888100000002,25.829001,197643.51,232.4,27.09,2018-04-19T16:56:35.630234,234.80680552563044,26.57217458597706
621521_017,153.0,12,47,30.2054,-9,29,48.41,191.8758558,-9.496780556000001,440,100,400.0,480.0,234.653491,27.721627,199317.1847,233.92888100000002,25.829001,197643.51,232.4,27.09,2018-04-19T16:56:35.630234,234.73617185636246,26.629299872249366
621521_018,105.5,12,53,9.1396,-7,58,12.837,193.2880817,-7.9702325,271,159,40.0,450.0,234.653491,27.721627,199317.1847,233.92888100000002,25.829001,197643.51,232.4,27.09,2018-04-19T16:56:35.630234,235.07835353794763,29.050872352921555
621623_107,152.5,12,56,32.3343,-8,45,24.765,194.1347263,-8.756879167000001,88,145,45.0,120.0,233.091472,30.001065000000004,204417.7882,235.022602,27.319707,203397.2114,231.3,27.93,2018-04-19T16:57:51.124865,233.87130300269473,28.654011500657695
621912_042,70.0,12,57,55.291000000000004,-6,26,27.476,194.4803792,-6.440965556,344,211,220.0,450.0,233.73885299999998,27.159594,194012.8711,233.03578,25.020101999999998,198964.2129,231.9,27.43,2018-04-19T17:00:59.767631,235.77485952510094,29.850896110699434
622015_098,84.5,13,2,48.5281,-7,31,9.892000000000001,195.7022004,-7.519414444,263,119,60.0,380.0,231.603058,30.780564000000002,207613.5877,234.935585,27.972571999999996,205996.6789,232.2,27.26,2018-04-19T17:02:02.635618,234.1882389908478,29.743965486882406
622512_046,33.0,13,3,2.9169,-9,5,54.553000000000004,195.76215380000002,-9.098486944,311,100,260.0,370.0,233.54708300000001,28.048617999999998,197732.5076,233.750417,25.095016,199328.6168,231.9,26.93,2018-04-19T17:07:28.402184,233.77912433627216,27.3916526745921
622512_107,135.5,12,59,9.1689,-9,59,19.379,194.78820380000002,-9.988716389,404,169,310.0,470.0,232.37540800000002,26.92447,202030.331,234.41020600000002,27.420439000000002,195181.8653,231.9,26.93,2018-04-19T17:07:28.402184,234.58509528389422,26.75108482933439
622521_046,33.5,12,59,5.8692,-7,35,57.707,194.77445500000002,-7.5993630560000005,387,182,330.0,420.0,233.54708300000001,28.048617999999998,197732.5076,233.750417,25.095016,199328.6168,231.9,26.93,2018-04-19T17:07:28.402184,236.11555412434393,28.219759779907967
622524_107,136.5,12,58,22.3827,-5,52,46.022,194.59326130000002,-5.879450556,245,94,150.0,300.0,232.37540800000002,26.92447,202030.331,234.41020600000002,27.420439000000002,195181.8653,231.9,26.93,2018-04-19T17:07:28.402184,237.82767380922803,29.555976993310946
622526_108,144.0,13,1,49.18600000000001,-9,6,38.473,195.45494169999998,-9.110686944,82,109,20.0,140.0,232.37540800000002,26.92447,202030.331,234.41020600000002,27.420439000000002,195181.8653,231.9,26.93,2018-04-19T17:07:28.402184,234.03455384780773,27.190302514218118
622712_020,144.0,13,1,26.3065,-9,9,19.183,195.3596104,-9.155328611,11,143,5.0,18.0,232.449379,31.03818,200675.0169,235.416531,28.685865999999997,204915.4074,232.3,26.6,2018-04-19T17:09:34.174061,234.5481260326531,26.780803587745826
622712_090,143.5,13,1,45.262,-9,3,14.007,195.4385917,-9.053890832999999,70,66,30.0,110.0,234.52341800000002,28.445963,197038.5544,234.2736,25.939196,200854.8945,232.3,26.6,2018-04-19T17:09:34.174061,234.48313861110427,26.832966832993012
622712_091,144.0,13,3,49.958,-8,26,6.112,195.9581583,-8.435031111,458,204,410.0,490.0,234.52341800000002,28.445963,197038.5544,234.2736,25.939196,200854.8945,232.3,26.6,2018-04-19T17:09:34.174061,234.8061956110961,27.920050648685667
622713_019,143.0,13,3,49.958,-8,26,6.112,195.9581583,-8.435031111,458,204,380.0,490.0,232.449379,31.03818,200675.0169,235.416531,28.685865999999997,204915.4074,232.3,26.6,2018-04-19T17:09:34.174061,234.8061956110961,27.920050648685667
622714_092,160.5,13,3,8.5033,-6,41,28.831,195.7854304,-6.6913419439999995,326,97,280.0,350.0,234.52341800000002,28.445963,197038.5544,234.2736,25.939196,200854.8945,232.3,26.6,2018-04-19T17:09:34.174061,236.48719785382252,29.280704369052312
622715_020,154.5,13,3,49.4323,-6,46,30.99,195.9559679,-6.775275,454,160,410.0,480.0,232.449379,31.03818,200675.0169,235.416531,28.685865999999997,204915.4074,232.3,26.6,2018-04-19T17:09:34.174061,236.34444204357746,29.39593642321635
622715_091,160.5,13,4,1.0215,-6,5,30.131,196.0042563,-6.091703056,489,249,481.0,496.0,234.52341800000002,28.445963,197038.5544,234.2736,25.939196,200854.8945,232.3,26.6,2018-04-19T17:09:34.174061,236.30395395765157,29.428530167432324
622716_019,142.0,12,58,34.7633,-10,4,21.805999999999997,194.6448471,-10.07272389,298,232,270.0,310.0,232.449379,31.03818,200675.0169,235.416531,28.685865999999997,204915.4074,232.3,26.6,2018-04-19T17:09:34.174061,234.38608277766687,25.56597524134825
622721_090,142.0,12,59,14.2817,-9,51,46.364,194.8095071,-9.862878889,420,73,340.0,460.0,234.52341800000002,28.445963,197038.5544,234.2736,25.939196,200854.8945,232.3,26.6,2018-04-19T17:09:34.174061,234.99876444312463,26.416325446679974
622721_091,172.0,12,48,30.254,-9,8,19.919,192.1260583,-9.138866389,52,150,39.0,55.0,234.52341800000002,28.445963,197038.5544,234.2736,25.939196,200854.8945,232.3,26.6,2018-04-19T17:09:34.174061,237.1483746450226,24.610311184278736
622742_091,172.5,12,48,35.9778,-8,59,42.423,192.14990749999998,-8.995117500000001,68,41,63.0,74.0,234.52341800000002,28.445963,197038.5544,234.2736,25.939196,200854.8945,232.3,26.6,2018-04-19T17:09:34.174061,237.8928094750167,25.3486968642744
622742_092,171.5,12,49,3.5732,-8,18,8.035,192.26488830000002,-8.302231943999999,147,120,125.0,162.0,234.52341800000002,28.445963,197038.5544,234.2736,25.939196,200854.8945,232.3,26.6,2018-04-19T17:09:34.174061,237.8020011126464,25.427653877385474
622743_091,90.0,13,10,0.2069,-9,50,46.303000000000004,197.5008621,-9.846195278,397,58,320.0,480.0,234.52341800000002,28.445963,197038.5544,234.2736,25.939196,200854.8945,232.3,26.6,2018-04-19T17:09:34.174061,232.7601696431039,28.17970194209954
622811_093,90.0,13,8,40.6942,-9,50,50.16,197.16955919999998,-9.847266667000001,150,60,40.0,250.0,233.203271,26.608481,191640.08399999997,235.13983399999998,25.032577,195699.2094,231.2,27.43,2018-04-19T17:10:50.523197,233.30774176028928,27.759219048643796
622811_094,88.5,13,9,15.7308,-9,2,2.104,197.315545,-9.033917778,258,51,40.0,450.0,233.203271,26.608481,191640.08399999997,235.13983399999998,25.032577,195699.2094,231.2,27.43,2018-04-19T17:10:50.523197,233.18498506941134,27.85408928099944
622812_015,90.0,13,4,53.4233,-9,50,58.733999999999995,196.2225971,-9.849648333,262,64,40.0,450.0,232.444891,28.262791999999997,204406.1619,233.404588,27.443303999999998,198117.3353,231.2,27.43,2018-04-19T17:10:50.523197,234.09783326450807,27.14018318208913
622821_094,88.5,13,5,0.0436,-9,0,20.364,196.25018169999998,-9.005656667,281,32,140.0,410.0,233.203271,26.608481,191640.08399999997,235.13983399999998,25.032577,195699.2094,231.2,27.43,2018-04-19T17:10:50.523197,234.07496858073216,27.158303640850903
622822_016,90.5,13,0,29.337,-9,50,57.481,195.1222375,-9.849300278,260,69,40.0,450.0,232.444891,28.262791999999997,204406.1619,233.404588,27.443303999999998,198117.3353,231.2,27.43,2018-04-19T17:10:50.523197,235.00268392695295,26.413134090656502
622831_094,91.0,12,57,2.5647,-9,50,51.415,194.2606863,-9.847615278,436,5,390.0,480.0,233.203271,26.608481,191640.08399999997,235.13983399999998,25.032577,195699.2094,231.2,27.43,2018-04-19T17:10:50.523197,235.70148062871982,25.838259846018506
622841_094,90.0,12,55,39.4462,-9,50,41.706,193.9143592,-9.844918332999999,178,76,40.0,340.0,233.203271,26.608481,191640.08399999997,235.13983399999998,25.032577,195699.2094,231.2,27.43,2018-04-19T17:10:50.523197,235.98003752822746,25.60581815363494
622841_095,125.0,13,10,1.3588,-8,23,50.251000000000005,197.5056617,-8.397291944,400,176,300.0,470.0,233.203271,26.608481,191640.08399999997,235.13983399999998,25.032577,195699.2094,231.2,27.43,2018-04-19T17:10:50.523197,233.77287340227628,28.73009801141866
623013_025,124.5,13,5,22.1468,-9,11,20.706,196.3422783,-9.189085,350,171,240.0,470.0,233.18804599999999,29.920472999999998,199026.7771,234.171931,26.477362,202470.0063,231.7,27.1,2018-04-19T17:12:56.287589,234.43395535910292,26.872377954845632
623022_025,125.0,13,0,44.358000000000004,-9,58,14.83,195.184825,-9.970786111,308,160,270.0,410.0,233.18804599999999,29.920472999999998,199026.7771,234.171931,26.477362,202470.0063,231.7,27.1,2018-04-19T17:12:56.287589,235.37995004582004,26.104229847511323
623031_025,143.5,13,0,52.0762,-9,8,43.872,195.21698419999998,-9.14552,326,144,260.0,350.0,233.18804599999999,29.920472999999998,199026.7771,234.171931,26.477362,202470.0063,231.7,27.1,2018-04-19T17:12:56.287589,235.3538724703884,26.12569202036275
623032_068,71.5,13,5,24.378,-7,43,1.7530000000000001,196.351575,-7.7171536110000005,352,271,290.0,360.0,232.627485,31.293025,204013.4443,235.354229,29.340173999999998,206566.5462,231.7,27.1,2018-04-19T17:12:56.287589,235.94422400546898,28.358806732757067
623212_096,134.5,13,9,25.8482,-8,26,28.274,197.3577008,-8.441187222,290,209,230.0,340.0,234.130934,30.405822999999998,203444.7989,234.46266200000002,26.297522999999998,197477.4901,232.1,26.76,2018-04-19T17:15:02.047485,234.78193234122165,27.939358662174165
623213_097,134.5,13,3,44.6397,-9,48,31.765,195.93599880000002,-9.808823611000001,49,33,15.0,70.0,234.130934,30.405822999999998,203444.7989,234.46266200000002,26.297522999999998,197477.4901,232.1,26.76,2018-04-19T17:15:02.047485,235.1974687771326,26.25407127823196
623221_098,83.5,13,4,59.9254,-9,0,47.483999999999995,196.2496892,-9.01319,281,37,130.0,440.0,234.130934,30.405822999999998,203444.7989,234.46266200000002,26.297522999999998,197477.4901,232.1,26.76,2018-04-19T17:15:02.047485,234.94179920776264,26.46266670040289
623222_096,134.5,13,5,58.9943,-9,16,14.751,196.4958096,-9.270764167000001,465,233,440.0,480.0,234.130934,30.405822999999998,203444.7989,234.46266200000002,26.297522999999998,197477.4901,232.1,26.76,2018-04-19T17:15:02.047485,234.7404135679827,26.625872725849067
623222_097,77.0,13,4,50.6332,-6,5,53.676,196.2109717,-6.098243332999999,241,259,130.0,260.0,234.130934,30.405822999999998,203444.7989,234.46266200000002,26.297522999999998,197477.4901,232.1,26.76,2018-04-19T17:15:02.047485,237.2716121392242,28.638847636472807
623226_039,124.0,13,8,53.4073,-9,7,15.252,197.2225304,-9.120903333,189,116,50.0,300.0,232.55061800000001,30.718815999999997,201150.71,236.074244,29.023558,203659.3152,232.1,26.76,2018-04-19T17:15:02.047485,234.1416910524706,27.105390988436586
623312_081,126.5,13,8,9.759,-9,0,38.444,197.0406625,-9.010678889,53,33,25.0,80.0,233.380142,29.492590999999997,201588.0085,234.065731,27.113536,202336.575,232.3,26.6,2018-04-19T17:16:04.922284,234.50567423491896,26.81488959402289
623312_100,99.0,13,9,3.3854,-7,32,8.06,197.2641058,-7.535572222000001,217,130,50.0,340.0,233.386492,31.16269,200581.247,234.038575,28.414276,201912.0699,232.3,26.6,2018-04-19T17:16:04.922284,235.83866090612668,28.44413089022975
623314_071,40.5,13,10,12.1264,-5,55,35.251999999999995,197.5505267,-5.926458889,430,124,350.0,470.0,231.962162,31.46483,203579.4898,234.45659500000002,28.922511,206442.6818,232.3,26.6,2018-04-19T17:16:04.922284,237.15863232217387,30.104133545983416
623316_114,124.0,13,3,57.0483,-9,56,4.757,195.9877013,-9.934654722000001,88,128,30.0,220.0,232.40664900000002,28.855112,202056.68399999998,233.61998799999998,29.078526,192654.5217,232.3,26.6,2018-04-19T17:16:04.922284,235.36584341080678,26.115841816536353
