2018,4,18,22,0,46.426560,0.196560,100.350398,98.247332,130.001901,69.376814,35.255280,36,62 
2018,4,18,22,1,19.720080,0.468000,101.451498,95.361755,150.921623,58.058579,25.548616,76,146 
2018,4,18,22,2,53.438640,0.305760,96.845012,93.986106,72.025079,74.838484,35.767708,46,96 
2018,4,18,22,3,57.136560,0.355680,89.932182,85.738378,126.636986,62.803474,27.884991,65,107 
2018,4,18,22,4,0.649680,0.212160,96.656947,93.090939,138.640587,52.813732,27.774381,42,68 
2018,4,18,22,4,18.343200,0.336960,99.129636,95.156898,136.296821,63.382300,26.545583,47,102 
2018,4,18,22,8,46.207680,0.302640,103.966011,99.385836,51.150379,59.456496,30.006261,49,98 
2018,4,18,22,10,2.735040,0.209040,110.465662,110.107424,136.324288,78.113484,37.216816,39,68 
2018,4,18,22,10,8.594400,0.293280,97.817458,92.922102,142.701577,44.447776,24.298068,41,87 
2018,4,18,22,10,10.912560,0.393120,94.666758,90.440763,57.197038,67.057937,28.717782,68,121 
2018,4,18,22,17,43.936560,0.277680,108.239599,103.938985,140.603655,59.664314,32.826081,34,84 
2018,4,18,22,18,10.656240,0.336960,102.940148,102.015180,146.145560,83.020213,58.865619,65,108 
2018,4,18,22,18,28.175040,0.271440,94.596222,91.496659,137.197844,66.244898,28.051143,51,88 
2018,4,18,22,18,52.511040,0.433680,97.231855,90.389313,32.962184,53.578957,27.232567,63,132 
2018,4,18,22,23,41.313840,0.305760,93.312200,88.431711,137.801409,52.692237,26.296699,52,97 
2018,4,18,22,25,25.147440,0.430560,101.155917,94.914469,168.293807,30.025171,16.686896,70,130 
2018,4,18,22,26,51.627600,0.224640,104.587014,100.263436,115.392498,61.507970,41.998201,34,69 
2018,4,18,22,26,56.154720,0.237120,105.624784,102.563296,137.298135,69.661741,39.150389,33,69 
2018,4,18,22,28,23.361840,0.299520,95.675950,88.909058,75.772978,40.111333,29.510570,45,86 
2018,4,18,22,29,45.895200,0.315120,92.712446,90.344938,120.995014,76.725974,28.623540,46,90 
2018,4,18,22,30,22.049760,0.199680,82.826612,79.638561,28.692864,39.867138,22.506221,30,65 
2018,4,18,22,30,45.465360,0.343200,90.328247,87.906064,39.171275,73.819547,26.381024,60,109 
2018,4,18,22,31,3.817200,0.327600,102.749501,96.475010,136.083626,56.473089,34.594336,53,106 
2018,4,18,22,31,4.250880,0.099840,94.449700,92.500277,134.897740,55.098995,33.057663,20,32 
2018,4,18,22,31,57.615360,0.234000,91.961750,89.944762,169.635527,68.038013,20.855161,27,47 
2018,4,18,22,32,14.266800,0.268320,95.372243,93.878606,116.472533,80.283270,32.981259,38,84 
2018,4,18,22,33,10.308240,0.386880,94.469860,90.779461,67.774863,71.948769,30.181018,64,122 
2018,4,18,22,33,14.794800,0.343200,95.921354,88.609592,65.799516,49.216762,33.282618,59,111 
2018,4,18,22,35,1.838880,0.305760,112.115868,108.252786,147.065128,66.237535,33.117394,46,97 
2018,4,18,22,35,28.324560,0.346320,99.698104,92.051601,87.677345,51.328593,36.088985,42,112 
2018,4,18,22,39,16.430880,0.305760,89.235051,83.442691,139.950401,41.044385,24.347915,46,93 
2018,4,18,22,41,52.421520,0.296400,100.129480,93.484023,137.745338,33.163438,25.939551,53,93 
2018,4,18,22,42,45.377280,0.305760,99.151830,95.218344,55.274792,73.224364,44.625995,39,97 
2018,4,18,22,43,9.170400,0.277680,90.766528,87.911314,128.904197,66.313883,23.083764,41,85 
2018,4,18,22,44,19.598160,0.368160,97.499521,94.210100,107.830515,73.270397,31.743431,62,115 
2018,4,18,22,44,46.458240,0.258960,93.860013,89.043616,145.659652,54.081550,30.522607,31,68 
2018,4,18,22,45,7.405920,0.162240,90.671890,88.048640,126.385363,63.568832,37.297638,18,44 
2018,4,18,22,45,58.177680,0.355680,96.354237,90.809676,134.006757,58.421123,31.772126,54,111 
