2018,4,18,22,0,46.426560,0.196560,100.350398,98.247332,130.001901,69.376814,35.255280,36,62,232.227398,28.836482,202079.201407,234.197339,28.130107,202186.866282 
2018,4,18,22,1,19.720080,0.468000,101.451498,95.361755,150.921623,58.058579,25.548616,76,146,232.033013,29.224826,201927.526441,235.309034,27.921082,197631.457062 
2018,4,18,22,2,53.438640,0.305760,96.845012,93.986106,72.025079,74.838484,35.767708,46,96,232.153284,28.703697,195925.849037,233.351469,26.575177,203334.701094 
2018,4,18,22,3,57.136560,0.355680,89.932182,85.738378,126.636986,62.803474,27.884991,65,107,232.159518,26.657044,194220.606764,234.859059,25.239321,194374.609065 
2018,4,18,22,4,0.649680,0.212160,96.656947,93.090939,138.640587,52.813732,27.774381,42,68,232.328519,27.768578,201206.879136,233.843380,26.835330,199742.700833 
2018,4,18,22,4,18.343200,0.336960,99.129636,95.156898,136.296821,63.382300,26.545583,47,102,231.569523,28.620264,200963.407165,234.137558,27.520650,199683.812441 
2018,4,18,22,8,46.207680,0.302640,103.966011,99.385836,51.150379,59.456496,30.006261,49,98,232.001432,30.299983,200558.959446,232.001891,28.073762,204840.291886 
2018,4,18,22,10,2.735040,0.209040,110.465662,110.107424,136.324288,78.113484,37.216816,39,68,239.475414,29.465106,218063.392470,239.946299,29.338961,218176.839233 
2018,4,18,22,10,8.594400,0.293280,97.817458,92.922102,142.701577,44.447776,24.298068,41,87,231.745180,28.808736,197237.635538,233.368059,27.578992,194728.183884 
2018,4,18,22,10,10.912560,0.393120,94.666758,90.440763,57.197038,67.057937,28.717782,68,121,233.402444,28.323225,193811.767282,233.664560,25.837954,200661.238424 
2018,4,18,22,17,43.936560,0.277680,108.239599,103.938985,140.603655,59.664314,32.826081,34,84,232.647936,31.238632,203321.401671,235.255485,30.158831,201309.338860 
2018,4,18,22,18,10.656240,0.336960,102.940148,102.015180,146.145560,83.020213,58.865619,65,108,235.938369,30.714370,196342.458551,237.882272,30.487385,195858.725163 
2018,4,18,22,18,28.175040,0.271440,94.596222,91.496659,137.197844,66.244898,28.051143,51,88,232.654002,27.094880,201224.138043,234.874129,26.222579,200368.983104 
2018,4,18,22,18,52.511040,0.433680,97.231855,90.389313,32.962184,53.578957,27.232567,63,132,233.535038,28.857645,195790.767190,232.533526,25.888813,200207.350157 
2018,4,18,22,23,41.313840,0.305760,93.312200,88.431711,137.801409,52.692237,26.296699,52,97,232.408820,27.758331,194439.708063,234.521066,26.414659,192567.268534 
2018,4,18,22,25,25.147440,0.430560,101.155917,94.914469,168.293807,30.025171,16.686896,70,130,233.661019,29.021196,202557.575767,234.712921,27.689329,198138.894773 
2018,4,18,22,26,51.627600,0.224640,104.587014,100.263436,115.392498,61.507970,41.998201,34,69,231.793502,29.903990,204010.078016,234.144683,28.334209,204977.867619 
2018,4,18,22,26,56.154720,0.237120,105.624784,102.563296,137.298135,69.661741,39.150389,33,69,232.005170,30.270453,203870.731962,234.815533,29.418033,202953.213964 
2018,4,18,22,28,23.361840,0.299520,95.675950,88.909058,75.772978,40.111333,29.510570,45,86,232.726047,28.001289,197774.907669,233.466469,25.561245,199190.793281 
2018,4,18,22,29,45.895200,0.315120,92.712446,90.344938,120.995014,76.725974,28.623540,46,90,232.189516,27.371879,195568.848802,234.817841,26.321669,197250.437864 
2018,4,18,22,30,22.049760,0.199680,82.826612,79.638561,28.692864,39.867138,22.506221,30,65,232.494373,24.960631,189742.748568,232.139446,23.762291,190635.088065 
2018,4,18,22,30,45.465360,0.343200,90.328247,87.906064,39.171275,73.819547,26.381024,60,109,234.560047,26.927944,193357.040033,233.873899,25.168037,199671.214764 
2018,4,18,22,31,3.817200,0.327600,102.749501,96.475010,136.083626,56.473089,34.594336,53,106,232.221318,30.145472,199118.273576,235.348447,28.419689,196870.691359 
2018,4,18,22,31,4.250880,0.099840,94.449700,92.500277,134.897740,55.098995,33.057663,20,32,236.353847,27.832947,196320.259067,237.272790,27.259366,195848.129502 
2018,4,18,22,31,57.615360,0.234000,91.961750,89.944762,169.635527,68.038013,20.855161,27,47,232.964488,26.477217,199680.518780,234.427783,26.272610,196711.509852 
2018,4,18,22,32,14.266800,0.268320,95.372243,93.878606,116.472533,80.283270,32.981259,38,84,231.826894,27.791542,198444.204665,234.297729,26.905288,200946.442234 
2018,4,18,22,33,10.308240,0.386880,94.469860,90.779461,67.774863,71.948769,30.181018,64,122,233.419423,28.330595,193373.281338,234.344868,25.890725,201041.677986 
2018,4,18,22,33,14.794800,0.343200,95.921354,88.609592,65.799516,49.216762,33.282618,59,111,232.169910,28.310344,196408.615421,232.843281,25.317699,200197.478647 
2018,4,18,22,35,1.838880,0.305760,112.115868,108.252786,147.065128,66.237535,33.117394,46,97,232.019182,31.959358,206465.250987,235.003299,31.163744,203762.522529 
2018,4,18,22,35,28.324560,0.346320,99.698104,92.051601,87.677345,51.328593,36.088985,42,112,232.089925,29.203301,198626.615114,233.915609,26.186914,201794.711303 
2018,4,18,22,39,16.430880,0.305760,89.235051,83.442691,139.950401,41.044385,24.347915,46,93,232.270382,26.248006,195349.934490,233.797649,24.700837,192876.470207 
