99,2,2018,4,18.542199,130.001901,69.376814,35255.280250,22,36,62,0.208415,0.207052,18,220046,426560,12627.374707,11925.860287,-0.981720,0.974032,-0.961169,1132.036693,0.388338,0.658615,0.365000,0.196560,0.000330,128001.431249,100.350398,98247.331688,35899.190070
98,8,2018,4,18.542581,150.921623,58.058579,25548.616340,22,76,146,0.112326,0.100777,18,220119,720080,13349.305326,13176.011767,-0.995528,0.998897,-0.994009,144.533319,0.266079,0.203222,0.226290,0.468000,0.001538,602627.176836,101.451498,95361.754904,25564.154927
95,14,2018,4,18.543669,72.025079,74.838484,35767.707567,22,46,96,0.109515,0.088124,18,220253,438640,9280.540341,9334.951702,-0.998730,-0.992525,0.991423,1018.725498,0.924505,0.446167,0.894126,0.305760,0.000760,407098.539838,96.845012,93986.105813,36105.889340
88,18,2018,4,18.544410,126.636986,62.803474,27884.991065,22,65,107,0.063450,0.048400,18,220357,136560,12442.909580,12195.141618,-0.999407,0.999394,-0.998783,242.603279,0.015930,0.259739,0.014202,0.355680,0.001374,1154106.462412,89.932182,85738.377924,26498.676880
95,19,2018,4,18.544444,138.640587,52.813732,27774.381367,22,42,68,0.055877,0.056902,18,220360,649680,16864.551057,16831.100841,-0.998598,0.998787,-0.997858,136.485110,0.080699,0.211294,0.064470,0.212160,0.002714,1391569.299528,96.656947,93090.939290,27555.179982
97,20,2018,4,18.544653,136.296821,63.382300,26545.582962,22,47,102,0.030306,0.034474,18,220418,343200,12197.993787,12189.594157,-0.999696,0.999634,-0.999640,96.227765,0.004152,0.101086,0.003715,0.336960,0.008445,3623911.133957,99.129636,95156.898346,26313.982907
102,49,2018,4,18.547755,51.150379,59.456496,30006.260916,22,49,98,0.119527,0.114943,18,220846,207680,14872.146625,14766.015789,-0.996637,-0.995635,0.993618,755.345833,1.502319,0.876916,1.304998,0.302640,0.002948,276092.796428,103.966011,99385.836459,30041.750871
110,55,2018,4,18.548634,136.324288,78.113484,37216.815635,22,39,68,0.132804,0.171962,18,221002,735040,247.889932,53.366004,-0.898131,0.855193,-0.991591,66.090003,1.353608,0.627089,1.327554,0.209040,2043.006056,899549829.432749,110.465662,110107.423571,3762.989767
96,56,2018,4,18.548704,142.701577,44.447776,24298.068019,22,41,87,0.145121,0.154190,18,221008,594400,17672.666901,17440.614834,-0.972465,0.984241,-0.964855,264.643307,0.409121,0.614479,0.289606,0.293280,0.002309,262763.659973,97.817458,92922.102125,24335.913124
93,58,2018,4,18.548727,57.197038,67.057937,28717.782239,22,68,121,0.121854,0.124763,18,221010,912560,10806.787069,10963.951666,-0.998383,-0.995873,0.994082,677.052030,0.956656,0.590988,0.884693,0.393120,0.002358,943103.243458,94.666758,90440.762645,27923.159062
