Event_Number,utc_mu,azimuth_start_at_kiso,elevation_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,ID_tomoe,az_start_tomoe,el_start_tomoe,az_end_tomoe,el_end_tomoe
1000615,2018-04-18T18:34:32.919,231.25071200000002,29.734481,234.406937,27.006808000000003,588012_081,233.791760182812,27.7054968193748,234.154316030888,27.384225130810698
1000622,2018-04-18T18:35:17.878,234.65004,29.403160999999997,234.740758,25.362481,588113_045,234.827007479411,28.128665394491897,234.83516947360297,27.7836684279421
1000622,2018-04-18T18:35:17.878,234.65004,29.403160999999997,234.740758,25.362481,588121_046,234.876830374691,25.984368391544198,234.879551395615,25.9297145520831
1000622,2018-04-18T18:35:17.878,234.65004,29.403160999999997,234.740758,25.362481,588122_045,234.858683740067,26.8295187254873,234.863173744988,26.635056536959098
1000646,2018-04-18T18:38:31.402,233.315225,29.704335999999998,234.364207,27.280951,588413_030,233.979046968655,28.659747734455298,234.122087746129,28.3262822900248
1000656,2018-04-18T18:42:21.565,232.02802999999997,30.313644,235.66738199999998,28.149294,588714_113,235.132772456512,28.584484171774896,235.56092377872002,28.314493635267702
1000663,2018-04-18T18:43:17.232,231.78350299999997,30.841901,235.309021,28.722528999999998,588814_073,234.20580684239602,29.499924742532702,234.501785156906,29.312611101989603
1000663,2018-04-18T18:43:17.232,231.78350299999997,30.841901,235.309021,28.722528999999998,588824_074,235.159333919987,28.8307195977639,235.18721412209598,28.8124256610497
1000664,2018-04-18T18:43:48.915,234.355729,32.22207,235.443958,29.490321,588915_011,235.534079376092,29.7873939435324,235.55085910584998,29.748358544639
1000668,2018-04-18T18:44:55.927,233.817904,29.797625,234.468246,25.911133,589013_019,234.207925763501,28.616821666486697,234.28273659955002,28.179710495201398
1000671,2018-04-18T18:45:33.938,232.34051000000002,30.242966999999997,234.88664300000002,26.988349,589013_095,233.83374958578202,28.581221141704397,233.943258543682,28.440039277018
1000668,2018-04-18T18:44:55.927,233.817904,29.797625,234.468246,25.911133,589022_019,234.42721363100102,27.320917322638003,234.491031790045,26.945221095004502
1000736,2018-04-18T18:57:07.723,231.40273399999998,29.35496,233.36525899999998,26.029126,590111_047,232.582703346734,27.650592833245,232.86777976225602,27.152954804437197
1000744,2018-04-18T18:58:31.198,231.257636,29.231362,233.30929300000003,26.736971,590211_088,232.865567493661,27.4430314830018,233.15927852229598,27.0672004175167
1000758,2018-04-18T19:03:01.155,232.025923,29.602614000000003,234.95582400000004,28.423032,590613_098,233.549481348651,29.0868278942589,233.752100762175,29.0020383025718
1000814,2018-04-18T19:15:27.515,234.928683,31.424753000000003,235.43909,28.346201,591714_054,235.523009761683,28.6995264584733,235.531981674123,28.6391279886227
1001043,2018-04-19T13:03:39.319,231.70372000000003,28.57879,234.90945499999998,26.703674,600612_110,233.70766433584,27.5184992654675,233.903614371174,27.4034046402075
1001063,2018-04-19T13:34:14.226,233.3765,29.41307,233.920402,26.94221,603312_004,233.97714127786801,27.592215311305598,234.036533831325,27.289337665875102
1001087,2018-04-19T14:15:30.816,231.917332,29.919583000000003,234.836333,27.65413,606613_030,233.536245682863,28.8264782387417,233.80404182936698,28.621034726083497
1001087,2018-04-19T14:15:30.816,231.917332,29.919583000000003,234.836333,27.65413,606623_030,234.42880024262797,28.145767655705104,234.715228405731,27.9207719446589
1001090,2018-04-19T14:18:51.357,233.67296299999998,29.35365,235.452138,28.384664,606914_052,234.722595201093,28.8931515180493,234.921472908607,28.7825310301122
1001090,2018-04-19T14:18:51.357,233.67296299999998,29.35365,235.452138,28.384664,606914_053,234.991418787395,28.745892754162195,235.17956454092004,28.640841620844
1001090,2018-04-19T14:18:51.357,233.67296299999998,29.35365,235.452138,28.384664,606914_054,234.99236867607001,28.7350004049359,235.16218812038602,28.6454879324018
1001096,2018-04-19T14:25:51.581,232.31539500000002,26.941285999999998,235.05370499999998,25.962001,607521_115,233.82264574826198,26.5337160255965,234.320048868476,26.3521854827983
1001099,2018-04-19T14:31:50.780,232.232141,28.686981,234.671737,27.092641999999998,608112_049,233.588659892856,27.9178064769442,233.647480056338,27.880962919801604
1001099,2018-04-19T14:31:50.780,232.232141,28.686981,234.671737,27.092641999999998,608112_050,233.710832569967,27.8406141419347,234.071922899851,27.603974472252304
1001101,2018-04-19T14:33:28.221,231.95945899999998,27.579041999999998,234.735458,26.482091999999998,608211_119,233.260189776879,27.193312052281104,233.454441461495,27.116132582965697
1001104,2018-04-19T14:35:46.072,232.652196,30.934271999999996,233.320059,28.107678999999997,608412_118,233.343389700846,28.296300705687898,233.35157695206797,28.254392218772896
1001108,2018-04-19T14:44:39.944,232.41051299999998,27.918389,234.787998,25.822798000000002,609321_024,233.99261013167802,26.6914152815255,234.290420703602,26.4277396759027
1001113,2018-04-19T14:48:40.228,232.68658100000002,27.191696000000004,235.03092,26.314954999999998,609621_102,233.50341421165797,26.9812802766854,233.75005667328202,26.891023136279998
1001117,2018-04-19T14:55:12.193,232.023616,28.295571999999996,232.88813,25.757967999999998,610211_108,232.274469504758,27.8015119900382,232.32659190639703,27.651811181838603
1001125,2018-04-19T15:03:40.570,233.23640899999998,26.565364000000002,234.824573,25.760417999999998,611021_093,233.84738364734199,26.3740533257027,233.997008768987,26.2963578722943
1001132,2018-04-19T15:10:15.081,233.11532200000002,28.847515,235.465595,27.231051,611623_104,234.89398349043898,27.7902003961206,235.216348838541,27.5549549653207
1001157,2018-04-19T15:29:04.434,232.09798199999997,28.92316,234.250656,25.209757,613421_021,233.63923048067997,26.727219424137303,233.817224427733,26.4285147425245
1001173,2018-04-19T15:41:36.267,233.105356,30.643419,233.375192,27.595492999999998,614512_090,233.450044462872,27.975365885692202,233.46938308054698,27.7737818996941
1001173,2018-04-19T15:41:36.267,233.105356,30.643419,233.375192,27.595492999999998,614512_091,233.426669382007,28.2132333066206,233.44119417913998,28.046835185731002
1001179,2018-04-19T15:43:34.561,232.01706800000002,27.703713,235.331456,26.414652,614711_075,233.04244020164398,27.434976527916103,233.12729658057899,27.400944584904398
1001179,2018-04-19T15:43:34.561,232.01706800000002,27.703713,235.331456,26.414652,614722_075,234.73238370397004,26.7455658587471,234.84416934154498,26.6990705870355
1001190,2018-04-19T15:54:44.257,231.05665499999998,28.390138,233.944917,26.254817,615711_103,232.491065367436,27.489884362291196,232.88081742539399,27.203312010391397
1001190,2018-04-19T15:54:44.257,231.05665499999998,28.390138,233.944917,26.254817,615721_103,233.53360098213798,26.710192990095,233.747577426361,26.547460622295198
1001192,2018-04-19T15:56:40.196,231.817973,28.131081,234.34989,25.491876,615911_083,232.90902516481003,27.2269307087044,233.195011524955,26.934957531246802
1001201,2018-04-19T16:03:26.992,232.031781,29.484489,233.00267599999998,26.757865999999996,616511_115,232.89947673303902,27.2557628743774,232.960489475859,27.074967036353197
1001210,2018-04-19T16:09:59.441,231.82205699999997,28.402251,234.70968,27.361392,617112_118,233.611123153166,27.916086209145003,234.010818101898,27.777365360418898
1001214,2018-04-19T16:14:46.646,231.43290299999998,28.765783000000003,235.347851,27.073940000000004,617612_038,233.319414095441,28.049050554172602,233.892598710266,27.8047258373074
1001226,2018-04-19T16:25:20.452,231.229544,28.463078000000003,233.565315,28.036859000000003,618612_002,232.928721426328,28.144723200778,233.45137686016201,28.043185881754603
1001242,2018-04-19T16:35:16.625,232.709477,30.116671000000004,235.68785099999997,28.343187,619514_036,234.7145519071,29.031536683481196,235.236522185807,28.729754520092396
1001245,2018-04-19T16:35:45.987,234.079572,29.310662,235.638309,28.447325,619514_094,234.72040013402,29.0961843228377,234.877797162631,29.012213209966802
1001245,2018-04-19T16:35:45.987,234.079572,29.310662,235.638309,28.447325,619514_095,234.967384081615,28.9610219370166,235.279373968444,28.7903482635529
1001253,2018-04-19T16:38:55.892,231.835354,27.887266999999998,233.75691099999997,26.379224,619811_071,232.229121539394,27.7186281547428,232.673043029827,27.3653892722408
1001254,2018-04-19T16:39:08.669,231.819057,29.700378999999998,234.830802,27.664108000000002,619813_097,233.674511485908,28.644517272315102,233.843905563876,28.5338229924477
1001253,2018-04-19T16:38:55.892,231.835354,27.887266999999998,233.75691099999997,26.379224,619821_071,233.132670840644,26.995331958764602,233.58269683633202,26.630652882639104
1001254,2018-04-19T16:39:08.669,231.819057,29.700378999999998,234.830802,27.664108000000002,619823_097,234.395571627629,28.16891339418,234.81488321250802,27.8890173399822
1001258,2018-04-19T16:40:15.399,231.45709300000001,29.874659,235.03219700000002,26.708249,619922_106,234.499936651864,27.3832262497459,234.61506340538398,27.279627923338598
1001268,2018-04-19T16:43:54.976,232.35255299999997,27.562878,235.277373,26.935397,620312_040,234.18134977348498,27.1887384701052,234.377759016679,27.146374718143502
1001287,2018-04-19T16:55:08.914,231.226928,28.890152,235.44287799999998,28.160728999999996,621313_079,234.242694213153,28.462126168222,234.53202098594602,28.4103702673953
1001296,2018-04-19T16:58:44.357,233.091472,30.001065000000004,235.022602,27.319707,621623_107,234.45408082495499,28.3249332662418,234.80023988708302,27.8524626686173
1001308,2018-04-19T17:05:23.433,231.59771800000001,30.472107,235.60154900000003,28.011996000000003,622314_002,234.362056682963,28.894915372666002,234.752892293787,28.643840411614498
1001315,2018-04-19T17:07:51.262,233.54708300000001,28.048617999999998,233.750417,25.095016,622512_046,233.76995618786898,27.3983967852993,233.795040047031,26.983972101242
1001316,2018-04-19T17:08:21.626,232.37540800000002,26.92447,234.41020600000002,27.420439000000002,622512_107,233.552009956922,27.2778861240868,233.84139382937,27.349827916201402
1001315,2018-04-19T17:07:51.262,233.54708300000001,28.048617999999998,233.750417,25.095016,622521_046,233.842906842557,26.1378620378271,233.860241132634,25.836093997988
1001322,2018-04-19T17:11:37.262,233.203271,26.608481,235.13983399999998,25.032577,622821_094,233.259403761333,26.666623815049,233.71409114535,26.309175580614802
1001322,2018-04-19T17:11:37.262,233.203271,26.608481,235.13983399999998,25.032577,622831_094,234.162111071148,25.949660728558502,234.60982602377499,25.5874594477028
1001322,2018-04-19T17:11:37.262,233.203271,26.608481,235.13983399999998,25.032577,622841_094,235.00997093382003,25.261400922420602,235.138589964999,25.153579500103397
1001325,2018-04-19T17:13:08.575,233.18804599999999,29.920472999999998,234.171931,26.477362,623013_025,233.88883501543702,28.196489694983804,233.96227941047502,27.9296497761405
1001325,2018-04-19T17:13:08.575,233.18804599999999,29.920472999999998,234.171931,26.477362,623022_025,234.242340613669,26.9179854955756,234.340306906321,26.5594409443537
1001333,2018-04-19T17:15:50.241,234.130934,30.405822999999998,234.46266200000002,26.297522999999998,623213_097,234.44187441455003,27.703459490964104,234.45735175613999,27.499966303933395
1001333,2018-04-19T17:15:50.241,234.130934,30.405822999999998,234.46266200000002,26.297522999999998,623222_097,234.53595236160498,26.4524766607305,234.540985952533,26.3784602443228
1001352,2018-04-19T17:20:19.463,231.45072400000004,30.191767,235.49082400000003,27.773982,623614_101,234.437901444441,28.592153315082,234.888840827253,28.3213333195653
1001355,2018-04-19T17:21:11.670,233.32221800000002,28.914839,235.137419,27.054088,623713_080,234.32273212288501,28.0441741132818,234.664089346496,27.707126346191696
1001369,2018-04-19T17:25:27.447,232.10271699999998,27.457833,234.42296499999998,24.841194,624111_061,232.518054735907,27.1592009075989,232.83641660787004,26.820136677153897
1001369,2018-04-19T17:25:27.447,232.10271699999998,27.457833,234.42296499999998,24.841194,624121_061,233.272079423977,26.347162054443803,233.470833638121,26.1289808376542
1001381,2018-04-19T17:29:02.010,234.199698,28.913420000000002,234.89906200000001,26.064841,624413_113,234.608955983842,27.631070027985,234.66938049237004,27.373323854598603
1001386,2018-04-19T17:30:53.740,232.379918,29.00072,234.956648,27.173221,624613_060,233.59170476521703,28.2926089445962,233.79295058466099,28.153820390647102
1001386,2018-04-19T17:30:53.740,232.379918,29.00072,234.956648,27.173221,624623_060,234.367909426936,27.755129461802397,234.578543943086,27.606289214029196
1001388,2018-04-19T17:31:47.285,233.203064,28.844501,234.719243,24.85303,624713_041,233.559631015859,28.287527932771102,233.61182539095,28.1590260035589
1001391,2018-04-19T17:33:05.426,233.617577,26.914784,235.446335,26.115164,624822_072,234.14589642287999,26.789255718592802,234.709534093455,26.5387626483072
1001394,2018-04-19T17:34:09.121,232.741598,27.727277,234.05622799999998,27.195217,624912_074,233.57299288391602,27.494443522709602,233.78186340022003,27.405020733955602
1001428,2018-04-19T17:43:42.798,232.81228900000002,28.833122999999997,233.543394,25.047560999999998,625812_034,233.206375116915,27.6628389332658,233.256864664173,27.4325294985605
1001428,2018-04-19T17:43:42.798,232.81228900000002,28.833122999999997,233.543394,25.047560999999998,625812_035,233.162894445771,27.8808242184476,233.194957075914,27.7116164407863
1001428,2018-04-19T17:43:42.798,232.81228900000002,28.833122999999997,233.543394,25.047560999999998,625812_036,233.16642345631,27.8641337471071,233.20830395146,27.6647447718933
1001428,2018-04-19T17:43:42.798,232.81228900000002,28.833122999999997,233.543394,25.047560999999998,625821_034,233.49797259772097,26.255993964829003,233.53302374367402,26.090864182790497
1001428,2018-04-19T17:43:42.798,232.81228900000002,28.833122999999997,233.543394,25.047560999999998,625821_035,233.42964372204602,26.587325677705802,233.489025730791,26.307197027403397
1001428,2018-04-19T17:43:42.798,232.81228900000002,28.833122999999997,233.543394,25.047560999999998,625821_036,233.437078510544,26.595236736545,233.531423714439,26.150144201644
1001429,2018-04-19T17:43:58.239,234.252352,29.046267999999998,234.93781800000002,26.762729999999998,625823_066,234.835771091017,27.605646798162798,234.88758258719201,27.437992925725002
1001433,2018-04-19T17:45:21.762,231.732097,28.32866,233.601929,24.690038,625911_106,232.62516328872502,26.8921701982579,232.708764496576,26.7351124028506
1001433,2018-04-19T17:45:21.762,231.732097,28.32866,233.601929,24.690038,625911_107,232.480813967113,27.168940800215502,232.59947597764702,26.946845855492896
1001435,2018-04-19T17:46:21.550,231.39218799999998,30.876203999999998,235.682379,28.783254,626015_100,235.027196420657,29.266344744466,235.57249143162602,28.985611146956803
1001442,2018-04-19T17:48:30.771,231.680557,30.336716999999997,235.447537,27.804040999999998,626214_106,234.902917178753,28.3439199464617,235.213248816855,28.133909910464002
1001449,2018-04-19T17:51:50.336,231.40503700000002,29.553402000000002,234.054347,26.049904,626512_103,233.01487512585098,27.672492473508502,233.22207757896498,27.400070249408003
1001486,2018-04-19T18:04:41.684,233.174173,27.501440999999996,234.584137,27.593363,627712_085,233.396638217532,27.578221012716604,233.533264172074,27.5863211400803
1001487,2018-04-19T18:04:43.659,231.43639199999998,28.51228,234.48410299999998,26.758025,627712_089,233.309025993008,27.5495803097812,233.575600654013,27.397777793677502
1001485,2018-04-19T18:04:09.917,233.36043999999998,30.751715,235.843338,28.708839,627715_021,234.95834349264098,29.6091654410668,235.25440283927898,29.361361184284
1001514,2018-04-19T18:10:08.985,235.190465,28.857263,236.289935,28.562942,628225_083,235.50458707997998,28.8496313760878,235.97179362563,28.7101385138006
1001514,2018-04-19T18:10:08.985,235.190465,28.857263,236.289935,28.562942,628225_084,236.02010920194098,28.697851214127198,236.143437036055,28.6596440124793
1001517,2018-04-19T18:10:52.050,232.59444900000003,30.414034,235.051569,27.010684,628323_044,234.75354019425498,27.700869494065397,235.05556377518502,27.266450608432603
1001545,2018-04-19T18:16:53.340,231.752875,28.832484,233.864058,26.915359000000002,628812_112,232.87826278487998,27.931013980904304,233.305585203256,27.5406080361193
1001542,2018-04-19T18:16:23.659,232.51970899999998,29.617538,235.722321,29.347002000000003,628815_052,234.69641031162,29.4484823366878,234.724835542315,29.4464168289254
1001542,2018-04-19T18:16:23.659,232.51970899999998,29.617538,235.722321,29.347002000000003,628815_053,234.77067742571498,29.4411925990699,235.218339179477,29.4018338849883
1001548,2018-04-19T18:17:07.920,233.108948,29.061071000000002,234.19725899999997,25.541101,628913_015,233.56165359621497,28.287396554809,233.599861277434,28.165126990721898
1001548,2018-04-19T18:17:07.920,233.108948,29.061071000000002,234.19725899999997,25.541101,628922_016,233.954626351208,27.0449795458956,234.020102562267,26.8318062144643
1001557,2018-04-19T18:18:55.884,230.979597,29.660338,234.776802,27.456522999999997,629013_106,234.13959052093898,27.973141630424198,234.327399479487,27.861496199168002
1001555,2018-04-19T18:18:47.754,232.29508399999997,30.519357,235.31559900000002,27.946642999999998,629014_090,234.50481236740399,28.7566580354328,234.865838811006,28.4367988511528
1001568,2018-04-19T18:23:21.796,232.19239199999998,29.965557,235.40749,27.839493,629414_109,234.027786866301,28.888338679726896,234.38654629542003,28.6462675189142
1001575,2018-04-19T18:24:13.463,231.370486,28.268558000000002,234.48473900000002,27.316744,629512_087,233.10165233041698,27.8205444896343,233.313225531693,27.7544181546681
1001581,2018-04-19T18:24:55.352,232.338139,29.951546999999998,235.50692400000003,27.928219,629614_045,234.462405140115,28.731921437379103,234.961461819787,28.409563130275696
1001619,2018-04-19T18:35:35.698,232.84196,26.877909999999996,234.14890400000002,26.028646,630611_026,233.67258319617,26.3959361152922,233.79359292523898,26.320260482466
1002000,2018-04-20T13:24:30.432,233.129157,28.929000000000002,234.470415,26.207564,640812_080,234.110597917718,27.1294037460749,234.22897257341202,26.8901511674296
1002000,2018-04-20T13:24:30.432,233.129157,28.929000000000002,234.470415,26.207564,640822_080,234.45774162666802,26.4272625991463,234.49105464296798,26.361726397438503
1002008,2018-04-20T13:35:15.024,231.91124100000002,27.332039,234.16496600000002,26.238567,641811_058,232.703926413947,26.989919485156197,233.285837079201,26.7212168079916
1002007,2018-04-20T13:34:58.394,234.215685,26.953529999999997,234.426568,25.170787,641822_024,234.310578428013,26.839567124783002,234.338732620628,26.6499457438051
1002026,2018-04-20T13:53:25.860,232.124925,27.421905,233.23817400000001,26.403494,643511_028,232.50664161512,27.178151870242896,232.93974001896598,26.7958034863414
1002051,2018-04-20T14:26:03.827,232.193794,27.075313,233.062086,26.41034,646511_040,232.388168487393,27.0458839404118,232.85211199125197,26.696826357251897
1002083,2018-04-20T15:05:00.948,232.71816299999998,26.630004,234.647192,26.134587,650121_026,233.493784970566,26.4156645488207,233.74828209043,26.3549964833017
1002084,2018-04-20T15:05:47.997,233.54284199999998,26.753915999999997,234.70887599999998,24.855368,650131_120,234.257693542136,25.7172648836918,234.445926486504,25.4106414458387
1002085,2018-04-20T15:06:13.481,233.38314300000002,27.581202,235.132304,25.987415,650222_045,234.255974110112,26.913250085197397,234.67857586122298,26.5228578826078
1002104,2018-04-20T15:15:56.909,232.96613100000002,29.08932,235.222673,27.176432000000002,651113_055,234.672607612027,27.7793387339872,235.11275601119,27.402973510997402
1002107,2018-04-20T15:20:47.902,232.93364,28.988248,234.76868599999997,27.504434000000003,651513_111,234.20434262921,28.100386835075998,234.673175356031,27.750436754211897
1002114,2018-04-20T15:22:34.643,232.848055,26.418238,235.059128,25.44661,651711_072,233.356322930173,26.284210557946,233.786012342052,26.1023715647463
1002126,2018-04-20T15:31:14.223,233.629335,31.077682,234.44652599999998,28.410114,652514_054,234.494873180742,28.6162626283316,234.524085440898,28.525656031956895
1002126,2018-04-20T15:31:14.223,233.629335,31.077682,234.44652599999998,28.410114,652514_055,234.358433213011,29.0592343675968,234.46994255189898,28.691170912979302
1002128,2018-04-20T15:33:19.441,233.21707400000003,28.19244,234.03725699999998,25.968251000000002,652712_053,233.621014769978,27.3378955178618,233.744160384872,27.0218335864467
1002129,2018-04-20T15:34:06.934,232.547553,30.942247,235.95780499999998,28.540269,652815_023,235.495596029072,28.9730617506777,235.97421996002103,28.629093849685102
1002133,2018-04-20T15:38:03.255,232.891427,29.888429,235.333066,28.282309,653114_095,234.351514810514,29.053022670632302,234.71052512445,28.8097877564705
1002133,2018-04-20T15:38:03.255,232.891427,29.888429,235.333066,28.282309,653114_096,234.772618702982,28.7710275018011,234.879886468456,28.6977877070548
1002142,2018-04-20T15:47:00.872,231.592252,27.507222,234.23925499999999,25.513526000000002,654011_014,233.058918720621,26.5468835726052,233.52213756217998,26.1986999236993
1002151,2018-04-20T15:51:54.105,231.872823,28.935202,235.254977,27.356379999999998,654413_072,234.07343646033502,28.015872976182298,234.292398210616,27.9152702418646
1002152,2018-04-20T15:52:45.432,232.600031,26.745346,234.75128700000002,25.501534,654511_048,232.831160224709,26.6849697837134,233.307386602259,26.430171419873098
1002152,2018-04-20T15:52:45.432,232.600031,26.745346,234.75128700000002,25.501534,654521_049,233.856879244583,26.134527667031602,234.27898145477798,25.9046638772168
1002160,2018-04-20T15:57:28.684,233.510821,30.405048999999998,233.847121,27.865202000000004,654913_084,233.84746356575198,28.294823844131898,233.88954731086798,28.036730122862895
1002163,2018-04-20T15:58:35.958,234.21860299999997,29.835154,234.38294900000002,26.704875,655013_093,234.345882383099,28.0201527009551,234.357180717474,27.8520666049515
1002169,2018-04-20T16:04:07.224,232.849405,27.544321000000004,234.93197,25.995803,655512_102,233.236525922835,27.3869216312869,233.398324672075,27.2696915956913
1002169,2018-04-20T16:04:07.224,232.849405,27.544321000000004,234.93197,25.995803,655522_102,233.88086803725,26.921562883251198,234.29434767133702,26.6202893067929
1002172,2018-04-20T16:05:30.372,231.93465600000002,30.338387,235.797273,29.107637,655715_017,235.369137407349,29.291631563434102,235.60612999568298,29.205350385876798
1002176,2018-04-20T16:11:45.103,232.10135899999997,26.817023,234.473165,25.835385000000002,656221_113,233.600808750305,26.3065863356038,233.902696649181,26.174161079645298
1002176,2018-04-20T16:11:45.103,232.10135899999997,26.817023,234.473165,25.835385000000002,656221_114,233.987912484644,26.140990607941603,234.111338968116,26.0867311391954
1002195,2018-04-20T16:18:04.280,232.951004,26.855578,234.224262,25.552767000000003,656821_092,233.624576517838,26.272350563150397,234.030574354025,25.866849002595302
1002200,2018-04-20T16:19:59.483,232.614,28.416161,233.333739,25.787329999999997,657011_071,233.18650175771702,26.618082214615,233.26256524490898,26.3340019408454
1002204,2018-04-20T16:20:42.170,233.20913900000002,27.209196999999996,234.86807000000002,26.095758,657112_030,233.942124514073,26.8324926853096,234.270656676904,26.625644410395605
1002216,2018-04-20T16:29:12.462,233.904095,31.054346000000002,235.394061,28.455170000000003,657815_118,234.702390992985,29.7855124478643,235.024592383831,29.2272678489993
1002221,2018-04-20T16:32:05.404,230.95117599999998,30.008014000000003,234.358721,27.475177000000002,658113_087,234.033705533117,27.8891030866739,234.419819683707,27.5968824013211
1002226,2018-04-20T16:36:47.885,231.131486,29.748957,234.38189100000002,27.614813,658513_118,233.59804971060902,28.2541860236556,234.013951478599,27.9706277207911
