2.018000000000000000e+03,4.000000000000000000e+00,1.854219900000000010e+01,1.800000000000000000e+01,2.200460000000000000e+05,4.265600000000000000e+05,2.322273982694131291e+02,2.883648234169605473e+01,2.020792014073096507e+05,2.341973388260385036e+02,2.813010717488538148e+01,2.021868662816654250e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.854258099999999843e+01,1.800000000000000000e+01,2.201190000000000000e+05,7.200800000000000000e+05,2.320330127999410195e+02,2.922482569337066849e+01,2.019275264414526755e+05,2.353090338148992089e+02,2.792108172715398240e+01,1.976314570621597522e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.854366900000000129e+01,1.800000000000000000e+01,2.202530000000000000e+05,4.386400000000000000e+05,2.321532842392749671e+02,2.870369700852133832e+01,1.959258490365198231e+05,2.333514686866226668e+02,2.657517711713527930e+01,2.033347010943205969e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.854440999999999917e+01,1.800000000000000000e+01,2.203570000000000000e+05,1.365600000000000000e+05,2.321595177987150578e+02,2.665704377963275107e+01,1.942206067640196707e+05,2.348590589060165996e+02,2.523932053290821642e+01,1.943746090648247045e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.854444399999999860e+01,1.800000000000000000e+01,2.203600000000000000e+05,6.496800000000000000e+05,2.323285194849762831e+02,2.776857772515954892e+01,2.012068791356019792e+05,2.338433801580843863e+02,2.683532963699173735e+01,1.997427008327245712e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.854465300000000028e+01,1.800000000000000000e+01,2.204180000000000000e+05,3.432000000000000000e+05,2.315695229280452452e+02,2.862026423844866230e+01,2.009634071647361561e+05,2.341375580357549779e+02,2.752065019129240397e+01,1.996838124414168124e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.854775499999999866e+01,1.800000000000000000e+01,2.208460000000000000e+05,2.076800000000000000e+05,2.320014319718281115e+02,3.029998317108004002e+01,2.005589594459225773e+05,2.320018914465968862e+02,2.807376200433669311e+01,2.048402918864167586e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.854863399999999984e+01,1.800000000000000000e+01,2.210020000000000000e+05,7.350400000000000000e+05,2.394754135710545597e+02,2.946510604453797910e+01,2.180633924701532524e+05,2.399462992249033277e+02,2.933896105970899271e+01,2.181768392327234324e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.854870400000000075e+01,1.800000000000000000e+01,2.210080000000000000e+05,5.944000000000000000e+05,2.317451797645723559e+02,2.880873627233942003e+01,1.972376355383700866e+05,2.333680592826005409e+02,2.757899199376143429e+01,1.947281838844807062e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.854872699999999952e+01,1.800000000000000000e+01,2.210100000000000000e+05,9.125600000000000000e+05,2.334024436954185262e+02,2.832322501643445634e+01,1.938117672822814784e+05,2.336645598279428100e+02,2.583795385449916182e+01,2.006612384241431719e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.855396999999999963e+01,1.800000000000000000e+01,2.217430000000000000e+05,9.365600000000000000e+05,2.326479355551026060e+02,3.123863215216779565e+01,2.033214016711387376e+05,2.352554847473151085e+02,3.015883076094169368e+01,2.013093388597004523e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.855428200000000061e+01,1.800000000000000000e+01,2.218100000000000000e+05,6.562400000000000000e+05,2.359383687528380449e+02,3.071436956156195563e+01,1.963424585505947762e+05,2.378822719719628651e+02,3.048738523491184083e+01,1.958587251632152474e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.855449099999999873e+01,1.800000000000000000e+01,2.218280000000000000e+05,1.750400000000000000e+05,2.326540024304207748e+02,2.709487979793464163e+01,2.012241380432233564e+05,2.348741288971586982e+02,2.622257875311747810e+01,2.003689831044500752e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.855476900000000029e+01,1.800000000000000000e+01,2.218520000000000000e+05,5.110400000000000000e+05,2.335350376298956974e+02,2.885764462257984775e+01,1.957907671901102003e+05,2.325335259131051089e+02,2.588881251552320251e+01,2.002073501572344685e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.855811299999999875e+01,1.800000000000000000e+01,2.223410000000000000e+05,3.138400000000000000e+05,2.324088199585088432e+02,2.775833080586529533e+01,1.944397080632707803e+05,2.345210657388527977e+02,2.641465864365562410e+01,1.925672685340542230e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.855931700000000006e+01,1.800000000000000000e+01,2.225250000000000000e+05,1.474400000000000000e+05,2.336610192673728079e+02,2.902119629967502945e+01,2.025575757667190337e+05,2.347129206250891116e+02,2.768932868543676307e+01,1.981388947727951163e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856031300000000073e+01,1.800000000000000000e+01,2.226510000000000000e+05,6.276000000000000000e+05,2.317935018171818058e+02,2.990398994842612623e+01,2.040100780163462623e+05,2.341446831910581068e+02,2.833420929848828251e+01,2.049778676191232225e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856036999999999892e+01,1.800000000000000000e+01,2.226560000000000000e+05,1.547200000000000000e+05,2.320051703854395271e+02,3.027045284032548622e+01,2.038707319621116912e+05,2.348155326972846524e+02,2.941803326950428499e+01,2.029532139640294772e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856137700000000024e+01,1.800000000000000000e+01,2.228230000000000000e+05,3.618400000000000000e+05,2.327260473721500773e+02,2.800128851488583237e+01,1.977749076685300388e+05,2.334664690247598173e+02,2.556124493785812390e+01,1.991907932806848548e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856232599999999877e+01,1.800000000000000000e+01,2.229450000000000000e+05,8.952000000000000000e+05,2.321895158771870058e+02,2.737187862802067428e+01,1.955688488020921650e+05,2.348178409877877186e+02,2.632166861860925167e+01,1.972504378639126953e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856275499999999923e+01,1.800000000000000000e+01,2.230220000000000000e+05,4.976000000000000000e+04,2.324943732595473023e+02,2.496063129582856988e+01,1.897427485684232379e+05,2.321394457457787723e+02,2.376229092767417939e+01,1.906350880646264413e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856302099999999911e+01,1.800000000000000000e+01,2.230450000000000000e+05,4.653600000000000000e+05,2.345600473464596689e+02,2.692794412846765084e+01,1.933570400326951349e+05,2.338738994048268296e+02,2.516803717732242873e+01,1.996712147644326615e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856322899999999976e+01,1.800000000000000000e+01,2.231030000000000000e+05,8.172000000000000000e+05,2.322213177136690376e+02,3.014547223792325426e+01,1.991182735764897079e+05,2.353484465199850888e+02,2.841968878822655142e+01,1.968706913591036282e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856324100000000143e+01,1.800000000000000000e+01,2.231040000000000000e+05,2.508800000000000000e+05,2.363538468511342501e+02,2.783294688616652834e+01,1.963202590665251191e+05,2.372727901478892250e+02,2.725936571583634205e+01,1.958481295023584098e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856385399999999919e+01,1.800000000000000000e+01,2.231570000000000000e+05,6.153600000000000000e+05,2.329644881373952785e+02,2.647721742687175350e+01,1.996805187800947751e+05,2.344277834216277938e+02,2.627260953907669361e+01,1.967115098520641041e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856405099999999919e+01,1.800000000000000000e+01,2.232140000000000000e+05,2.668000000000000000e+05,2.318268943923771133e+02,2.779154201291587256e+01,1.984442046649269469e+05,2.342977293527391112e+02,2.690528776879416029e+01,2.009464422343501355e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856469900000000095e+01,1.800000000000000000e+01,2.233100000000000000e+05,3.082400000000000000e+05,2.334194234752889940e+02,2.833059482353166914e+01,1.933732813375199912e+05,2.343448680008629594e+02,2.589072470423904093e+01,2.010416779864723794e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856474499999999850e+01,1.800000000000000000e+01,2.233140000000000000e+05,7.948000000000000000e+05,2.321699101731143458e+02,2.831034377996055085e+01,1.964086154211808753e+05,2.328432814779976070e+02,2.531769916682819499e+01,2.001974786465698271e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856598400000000026e+01,1.800000000000000000e+01,2.235010000000000000e+05,8.388800000000000000e+05,2.320191818169695068e+02,3.195935798961358287e+01,2.064652509867680492e+05,2.350032985297936818e+02,3.116374398465315920e+01,2.037625225290919188e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856629600000000124e+01,1.800000000000000000e+01,2.235280000000000000e+05,3.245600000000000000e+05,2.320899252101548598e+02,2.920330051585695941e+01,1.986266151138407004e+05,2.339156087150730059e+02,2.618691385490442158e+01,2.017947113030303444e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.856893499999999975e+01,1.800000000000000000e+01,2.239160000000000000e+05,4.308800000000000000e+05,2.322703822315057494e+02,2.624800643132792644e+01,1.953499344900427095e+05,2.337976485718429842e+02,2.470083739965346226e+01,1.928764702073291119e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.857074100000000172e+01,1.800000000000000000e+01,2.241520000000000000e+05,4.215200000000000000e+05,2.320310870719286811e+02,2.908282500332101250e+01,2.001778279239496042e+05,2.333924969238845506e+02,2.737606602156389002e+01,1.971359475150382787e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.857135399999999947e+01,1.800000000000000000e+01,2.242450000000000000e+05,3.772800000000000000e+05,2.329720479311112911e+02,2.953007485877494176e+01,1.956848608630282397e+05,2.331976444889505728e+02,2.671178917630068028e+01,2.050342785683042021e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.857163200000000103e+01,1.800000000000000000e+01,2.243090000000000000e+05,1.704000000000000000e+05,2.325265953513194290e+02,2.637433877564411233e+01,1.978056880766444956e+05,2.343833204067701104e+02,2.545378091620921879e+01,1.977283748801342444e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.857244199999999879e+01,1.800000000000000000e+01,2.244190000000000000e+05,5.981600000000000000e+05,2.319496088004931380e+02,2.845361385038741275e+01,1.987137291556628188e+05,2.349037573927490428e+02,2.674937036715742877e+01,2.026624683065277059e+05
2.018000000000000000e+03,4.000000000000000000e+00,1.857275500000000079e+01,1.800000000000000000e+01,2.244460000000000000e+05,4.582400000000000000e+05,2.329928545179875812e+02,2.756145047657722458e+01,1.967626314523089677e+05,2.350681664560054003e+02,2.636007537832329106e+01,1.942227923105673981e+05
